id,post_id,user_id,content,created_at
54,1872,69,"This post is just ridiculous. It’s infuriating to see people spreading this nonsense. Seriously, do some real research before jumping to wild conclusions.",2021-05-24 04:58:06
55,1872,40,Reading this makes me feel so frustrated. The misinformation is just overwhelming and it’s disheartening to see it shared so carelessly.,2021-05-25 20:04:24
56,1872,58,"I don’t think that’s accurate. There’s a lot of credible information that contradicts these claims. It’s important to rely on facts, not fear.",2021-05-26 07:40:38
57,1872,38,Are you seriously believing this garbage? It’s laughable how easily people get sucked into these baseless theories. Time to wake up and use some common sense.,2021-05-27 00:58:37
58,1942,77,"Are you sure Bali is the best choice right now? With everything going on, it seems a bit reckless. Maybe reconsider before jumping into it?",2021-06-10 11:32:00
59,2304,64,"Are you seriously this bitter? Everyone starts somewhere, and improvement takes time. Maybe try some kindness instead.",2021-06-09 11:28:52
60,2304,64,"Wow, still going on about this? It's just a camera, and everyone learns at their own pace. Chill out.",2021-06-09 23:30:14
61,2304,25,"Actually, while I get your frustration, there are many who find joy in photography regardless of skill. Maybe it's more about passion than perfection.",2021-06-10 03:43:29
62,2304,39,"I don't usually comment, but I think it's worth noting that everyone has their own journey. Criticism should be constructive, not dismissive.",2021-06-10 15:31:43
63,2304,88,"I get your point, but don't you think it's a bit harsh? Everyone's got to start somewhere, and being supportive could make a difference.",2021-06-12 00:31:42
64,1778,18,"Nature truly is amazing, isn't it? Your hike sounds like a perfect way to start the day. Thanks for sharing such inspiring moments!",2021-06-15 10:57:09
65,1778,38,"I went on a sunrise hike last month, and it was a game-changer. Watching the world wake up while surrounded by nature's beauty is something everyone should experience at least once.",2021-06-16 05:21:10
66,1778,46,I bet the morning mist was playing hide and seek with your camera! Hope you didn’t get lost in the clouds trying to capture the perfect shot. ?,2021-06-16 07:16:55
67,1778,76,"Mist, mountains, and a camera? Sounds like the beginning of an epic fantasy movie! Just make sure you don't trip over any trolls next time. ?",2021-06-16 08:16:56
68,1778,47,Those views must have been stunning! Nature has a way of lifting our spirits like nothing else. Keep chasing those breathtaking moments!,2021-06-16 09:55:47
69,1778,75,"Wow, your description really touched me. Nature's beauty is such a powerful reminder of the simple joys in life. Thanks for capturing and sharing it with us.",2021-06-16 12:20:51
70,1778,39,"While I appreciate the beauty of nature, I think it’s important to consider the environmental impact of our adventures. We should always aim to leave no trace to preserve these wonders for future generations.",2021-06-16 17:08:54
71,2263,88,SilverMoon: I've been there! It's like Windows has a sixth sense for interrupting us at the worst times. Definitely a shared frustration.,2021-06-15 22:01:26
72,2263,75,"SilverBells: Totally agree! It's so annoying when you're in the zone and then bam, update time. Hang in there!",2021-06-17 08:40:01
73,2263,18,"SilverSurfer: This is a common issue, and it really disrupts workflow. Maybe scheduling updates during downtime could help?",2021-06-17 09:41:36
74,2263,19,PolarBear: (reacts with a thumbs-up emoji),2021-06-17 17:00:18
75,2263,75,"SilverBells: Ugh, this post really hit me hard. It’s frustrating how tech can mess with our day like this. Just wanted to say you're not alone in feeling this way.",2021-06-18 03:21:03
76,2263,55,"Blossom: Seriously, is it too much to ask for a bit of user consideration, Windows? This kind of disruption is ridiculous and really needs fixing.",2021-06-18 20:16:49
77,1812,55,You might want to rethink that. Just because your tomatoes are doing well doesn't mean everyone has the same experience. Gardening is more complex than a hashtag.,2021-06-21 03:55:33
78,1812,46,"Actually, while your enthusiasm is great, it's important to remember that nature can be unpredictable. It’s not always just about effort; sometimes conditions aren’t right.",2021-06-23 07:09:09
79,2098,41,"I totally get where you're coming from! When I first started cooking, everything seemed like a disaster too. I remember my first attempt at a quinoa salad—it was barely edible. But with each try, it got better. Keep at it, you're definitely making progress!",2021-06-29 06:12:30
80,2472,9,"That quinoa salad sounds like the most overrated trend. Honestly, can’t people just eat real food?",2021-06-17 00:55:57
81,2472,87,Seriously? A quinoa salad made you feel something? This is why I can't take people seriously anymore.,2021-06-18 02:58:11
82,2472,19,"Reading about your quinoa adventure reminded me of when I first tried it. Thought it was bird food, but it surprised me—turned out pretty decent!",2021-06-19 18:57:42
83,2472,62,"I see where you're coming from, but quinoa isn't as healthy as everyone thinks. There are other grains that might be more beneficial.",2021-06-20 06:40:10
84,2079,86,"That movie? Seriously, everyone’s losing it over nothing. It’s just a bunch of recycled jokes. I don’t get the hype at all.",2021-06-17 02:08:42
85,2079,63,"Wow, you nearly spilled your popcorn? Such a tragedy. What a deeply moving experience. Truly life-changing.",2021-06-17 17:16:04
86,2079,7,"Hold up, are you saying this is the funniest thing ever? You might want to check your standards. There are better comedies out there that don’t rely on cheap laughs.",2021-06-18 16:34:53
87,2079,86,"So you laughed until you nearly spilled your popcorn? Real groundbreaking stuff. Next, you'll tell us you breathe air. Revolutionary.",2021-06-18 23:51:34
88,2079,63,"You know, if you actually think this movie is comedy gold, you might need to watch a few more films. It’s not as brilliant as you think.",2021-06-19 17:07:31
89,1797,7,"Keep pushing through! It's great to see your determination, but remember to listen to your body. Consistency is key, but so is self-care.",2021-06-20 05:52:58
90,1797,7,"I appreciate your enthusiasm, but be cautious not to overdo it. Sometimes pushing too hard can lead to burnout or injury. Balance is crucial for long-term success.",2021-06-20 19:05:24
91,1797,55,Could you elaborate on what specifically makes the routine tough for you? Understanding the challenges might help you find ways to make it more manageable.,2021-06-21 06:03:29
92,1797,55,"I'm curious about your goals with this workout routine. Are you focusing on strength, endurance, or something else? Knowing your target might help tailor your approach better.",2021-06-21 12:37:11
93,1797,7,"Absolutely love your commitment! Remember, progress takes time, and every step forward counts. Keep at it—you're doing amazing!",2021-06-21 14:05:59
94,1981,87,"I totally relate to this. I've had days where my mind just wouldn't give me a break, and it felt like a constant fight. It's tough, but knowing others are dealing with the same thing makes it a bit easier. We're all in this together.",2021-06-25 00:44:22
95,1981,87,"Absolutely! Your post really resonates with me. It's so important to talk about mental health struggles openly. You're not alone, and sharing this helps others feel less isolated. Keep fighting the good fight!",2021-06-29 11:40:38
96,1882,64,I remember when a similar policy was implemented in my community. It really shifted our reliance on traditional energy sources and brought about a positive change. It's inspiring to see this happening on a larger scale!,2021-06-26 00:14:27
97,1882,87,This is such uplifting news! Reading about these positive changes gives me hope for the future. It's a reminder that progress is possible when we work together.,2021-06-28 12:15:33
98,1920,64,I love how your guild's teamwork shines through! It's awesome to see dedication and strategy pay off. Keep it up! ?,2021-06-22 00:27:06
99,1920,46,"Hold on a second, not everyone sees gaming the same way. Some might think it's just a waste of time. Maybe consider how diverse opinions can be?",2021-06-22 13:47:32
100,1920,46,Are you even serious with this post? Some people think gaming is just for kids. Let's be real about how it's perceived.,2021-06-22 13:56:33
101,1920,46,"Honestly, do you even get how gaming can be a serious career for some? It’s not just fun and games, you know.",2021-06-22 14:07:15
102,1920,75,"Wow, this is really inspiring. Seeing your passion makes me reflect on my own journey. It’s amazing how gaming can bring people together. Thanks for sharing!",2021-06-22 19:20:55
103,1920,18,"Wait a sec, aren't you overlooking how competitive gaming can sometimes create unhealthy stress? It’s not all fun and victories.",2021-06-23 11:50:38
104,2278,76,"I remember when my niece decided to turn the living room into a playground. I thought I was going to lose my mind, but looking back, it’s hilarious. Hang in there!",2021-07-03 04:49:56
105,2278,8,"Oh man, I feel you! My toddler once covered the walls with peanut butter. It's a circus, but someday we'll laugh about it—maybe even today!",2021-07-03 15:06:06
106,2278,88,"I think you're exaggerating a bit. Parenting is tough, but it's also rewarding. Maybe try focusing on the positives?",2021-07-04 12:16:05
107,2278,8,"Are you seriously whining about parenting? It's part of the deal, and honestly, if you can't handle it, maybe rethink your choices.",2021-07-05 04:35:53
108,1813,28,I love this! We definitely need more ideas like these to make a real change. ?,2021-07-04 09:58:31
109,1813,14,"Really? You think this is all it takes? Seems a bit naive to me. Dig deeper, folks.",2021-07-04 12:32:47
110,1813,14,"If you're serious about innovation, don't just talk—take action. Words are cheap without follow-through.",2021-07-04 20:03:29
111,1813,28,"Okay, but is this actually feasible, or just wishful thinking? Let's not get carried away.",2021-07-04 21:22:55
112,1813,76,"Wow, this got me thinking! It's amazing how much impact architecture can have on our world. ?",2021-07-05 02:12:11
113,1813,28,"This post really touched me. The possibilities are endless, and it's exciting to see people passionate about change!",2021-07-05 04:21:01
114,1753,21,Sounds like an amazing plan! Trips with friends are the best way to recharge. Make sure to take lots of pictures and soak up every moment. You deserve this break!,2021-07-09 13:13:15
115,1753,55,"Last year, I went on a similar trip with my friends, and it was life-changing. We laughed, explored, and created memories that still make me smile. Hope your trip is just as incredible!",2021-07-11 02:17:09
116,2080,40,"I remember my guinea pig from when I was a kid. They may be small, but the joy they bring is huge. Those memories stay with you forever.",2021-07-10 07:40:26
117,2080,25,"What a lovely memory to share! Pets have a way of leaving a big impact on our lives, no matter their size. Thank you for reminding us of the little joys they bring.",2021-07-12 10:40:18
118,2473,55,"Blossom: I see why you’re excited, but let’s not get carried away. Discovering a new species is a huge claim. Maybe it’s just a rare insect you haven’t seen before. Still, it's awesome that nature keeps us on our toes!",2021-07-15 09:43:04
119,2473,14,TrickyNick: That sounds amazing! Nature really is full of surprises. It’s incredible how spending time outside can lead to such fascinating discoveries. Keep exploring—who knows what else you might find! ?,2021-07-19 15:46:56
120,1806,7,"I love that you’re fostering a bearded dragon! They’re such unique creatures. If you ever need tips or support, feel free to reach out. Enjoy the adventure!",2021-07-16 10:12:06
121,1806,8,"Oh, so you think keeping a reptile is just like any other pet? Not quite. They have very specific needs and it's not all fun and games. Make sure you know what you're getting into.",2021-07-18 13:01:18
122,1806,36,What kind of habitat are you setting up for your bearded dragon? I’ve heard they need specific temperatures and lighting. Would love to know more about how you’re handling that!,2021-07-18 13:20:56
123,1806,55,Why a bearded dragon? Aren’t there easier pets to take care of? I’m curious about what drew you to this choice—seems like a lot of responsibility.,2021-07-18 18:25:40
124,1908,19,"Are you seriously kidding me with this quinoa nonsense? It's not even real food—just another fad for people to feel superior about their \""healthy\"" choices.",2021-07-16 03:32:02
125,1908,19,"Reading this just makes me feel so damn tired. All these posts about \""healthy\"" eating when people are struggling to put any food on the table. It's frustrating.",2021-07-28 11:13:58
126,1786,23,Can you tell us more about the plot twists? I'm curious about what made them so mind-blowing!,2021-07-15 16:37:11
127,1786,58,"I read this too, and the twists kept me on edge! The way everything tied together was just brilliant.",2021-07-15 22:45:21
128,1786,70,"So, did the book have you questioning your life choices or just your reading list? ? Seriously, though, what was your favorite twist?",2021-07-17 13:52:40
129,1786,9,I totally agree with the excitement! The ending was like a roller coaster—unexpected and thrilling.,2021-07-17 22:54:23
130,1786,87,"Could you give us a hint about what made it so thrilling? Without spoilers, of course!",2021-07-18 15:25:55
131,1786,57,"I haven't read it yet, but your excitement has me intrigued! Was it the characters or the plot that stood out most?",2021-07-20 00:48:29
132,2027,31,2021-07-16 10:34:29.911959; 31; MagicMushroom; Disagreement/Correction; Disagreement/Correction,2021-07-16 07:34:30
133,2027,86,"I'm not sure that's entirely accurate. Fresh tomatoes are great, but there are a lot of factors that affect their quality. Maybe check different growing techniques to improve your next batch.",2021-07-19 14:49:15
134,2027,38,2021-07-19 17:49:15.356677; 86; BlackMagic; Provocation/Calling Out; Provocation/Calling Out,2021-07-19 23:02:38
135,2027,38,"Wow, tomatoes, groundbreaking stuff! What's next, growing a potato? ? But seriously, who needs this kind of earth-shattering news?",2021-07-20 01:35:45
136,2279,78,"That’s a load of crap. Not all labels are misleading, and some people actually need that info. Maybe try reading them properly before ranting.",2021-07-20 22:17:26
137,2279,87,"Do you really believe all labels are bullshit, or are you just trying to stir things up? Let’s focus on facts, not just emotions.",2021-07-24 15:52:34
138,1814,41,"I remember getting my first smartphone and feeling like I was learning a new language. It took ages, but now it's second nature. You'll get there!",2021-07-18 09:11:46
139,1814,86,"I don't usually comment, but I feel this. New tech can be overwhelming, especially when everything changes so fast.",2021-07-18 09:48:10
140,1814,47,It's frustrating how these companies keep overcomplicating things. It's like they don't care about usability at all. Seriously annoying.,2021-07-18 10:03:26
141,1814,38,"I understand your frustration, but have you tried looking up some online tutorials? They can be super helpful in getting used to new tech.",2021-07-18 11:14:10
142,1814,7,"I get what you're saying, but sometimes exploring the settings can make it less intimidating. It's all about familiarizing yourself with it.",2021-07-18 11:15:54
143,1814,24,"You got this! Tech can be tricky, but once you get the hang of it, you'll feel like a pro.",2021-07-18 11:32:32
144,1814,50,"I totally relate! When I first got my smartphone, I was lost for weeks. But once I figured it out, it felt so rewarding.",2021-07-18 11:44:14
145,1814,12,"Haha, I feel you! It's like they add more buttons just to mess with us. Next they'll have a button for making coffee.",2021-07-18 11:44:30
146,1814,54,"Oh, come on! It's not that hard. Are you sure you're not just making excuses to avoid learning something new?",2021-07-18 11:48:25
147,1814,51,"I see where you're coming from, but sometimes it's just about getting out of your comfort zone and exploring the features.",2021-07-18 12:31:49
148,1814,19,This really hit home. It's sad how tech keeps changing and leaves people behind. Makes me miss the simpler days.,2021-07-18 13:24:09
149,1814,63,"I remember when I first got a smartphone, it felt like I was holding a spaceship. Took me forever to figure it out, but patience is key!",2021-07-18 13:44:40
150,1814,40,I totally understand your struggle. I had to ask my kids for help when I got my new phone. It's a learning curve for sure!,2021-07-18 13:55:21
151,1814,75,"It's overwhelming, right? Every time I get a new device, I feel like a dinosaur. But hey, it's a challenge we all face together.",2021-07-18 14:04:04
152,1814,21,"I tried to keep up with the latest tech trends, but it just makes me feel old and out of touch. It's exhausting.",2021-07-18 14:15:50
153,1814,85,"The struggle is real, but it gets better with practice. Just keep experimenting, and soon it'll be second nature!",2021-07-18 14:21:29
154,1814,39,"Honestly, sometimes I think they make it confusing on purpose just to keep us on our toes. Keeps life interesting, right?",2021-07-18 14:23:18
155,1814,45,"Absolutely agree! Tech is supposed to make life easier, but sometimes it just complicates things more.",2021-07-18 14:29:57
156,1814,75,"I get your point, but maybe you're overthinking it. Once you dive into the features, you'll see it's not that bad.",2021-07-18 14:31:32
157,1814,69,"Don't worry, we all feel this way. It's tough at first, but once you get the hang of it, it's smooth sailing!",2021-07-18 14:42:09
158,1814,49,"Haha, I know the feeling. Sometimes I think my phone is smarter than I am. But hey, we all learn eventually!",2021-07-18 14:44:39
159,1814,86,"Is it just me, or are these companies making things harder just to mess with us? It's ridiculous how complex it gets!",2021-07-18 14:58:30
160,1814,46,"I think you're missing the point. It's not about complexity, it's about adapting to new tools. You'll get there.",2021-07-18 15:10:21
161,1814,54,"I remember when my new phone arrived, I was terrified. But after a few days of playing around, it wasn't so bad.",2021-07-18 15:12:57
162,1814,36,"I totally get it! My first week with a new phone was a nightmare. But it gets better, promise!",2021-07-18 15:20:47
163,1814,41,"It's crazy how fast tech changes, right? I had a similar experience with my last phone. Felt like a total newbie.",2021-07-18 15:22:14
164,1814,24,"You nailed it! This post is spot on. Tech is supposed to help us, not stress us out. Thanks for sharing this!",2021-07-18 15:46:13
165,1814,58,"Every time I upgrade, I feel like I'm learning all over again. But hey, it keeps things interesting, right?",2021-07-18 15:46:17
166,1814,49,"I agree with you! It's supposed to be intuitive, but it feels like a constant learning curve. Hang in there!",2021-07-18 15:52:26
167,1814,35,"It's like every new gadget comes with a manual that's harder to understand than the device itself. You got this, though!",2021-07-18 15:58:13
168,1814,84,I feel your pain. The new phone felt like an alien device to me too. It's all about patience and practice.,2021-07-18 16:09:15
169,1814,19,"You're right! I remember struggling with my new device, but now I can't imagine life without it. Keep going!",2021-07-18 16:14:30
170,1814,49,"I see what you're saying, but sometimes diving in and playing with the settings helps. You'll be a pro in no time!",2021-07-18 16:32:59
171,1814,54,"It's hilarious how tech companies think we all have degrees in engineering. Just give it time, you'll get it!",2021-07-18 16:37:25
172,1814,83,Are you sure you're not just being dramatic? It's not rocket science. Dive in and learn already!,2021-07-18 16:52:37
173,1814,74,"I get your point, but maybe take a step back and explore the basics first. It might make things clearer.",2021-07-18 17:23:09
174,1814,50,"I hear you, but once you get over the initial confusion, it becomes second nature. Just hang in there!",2021-07-18 17:57:39
175,1814,76,"Don't you think it's a bit dramatic to say tech gets more confusing? It's all about adapting, really.",2021-07-18 18:00:17
176,1814,14,"Is it just me, or do they make these things harder on purpose? It's like a conspiracy to keep us all confused!",2021-07-18 18:01:10
177,1814,12,"I remember when I first got my new gadget, I felt totally lost. But once I got the hang of it, it was all good!",2021-07-18 18:07:11
178,1814,77,It's true! I thought I was tech-savvy until I got my new phone. Felt like I was learning a foreign language.,2021-07-18 18:28:59
179,2264,74,"That debate sounds like a comedy show! Cynicism is the new black, right? ?",2021-07-22 04:14:01
180,2264,38,Reading this hit me hard. It's a reminder of how complex our world is and how important it is to keep talking and listening to each other.,2021-07-26 07:01:13
181,2264,8,"Oh, debating politics with a friend? Are you sure you both survived without flipping tables? Sounds intense!",2021-07-27 00:01:16
182,1982,54,"Are we really making progress, or just attending these events to feel good about ourselves? The stigma won't disappear with hashtags and nice words alone. We need real action, not just talk.",2021-07-26 18:31:43
183,1982,69,Absolutely love this! It's so important to keep spreading awareness and breaking down those barriers. Keep up the amazing work!,2021-07-26 21:46:26
184,1982,40,This post really hit me hard. It's so powerful and raw. We need more open conversations like this to truly support one another.,2021-07-28 04:13:17
185,1982,76,"While it's great to talk openly, let's not ignore the fact that not everyone feels safe sharing their struggles. We need to create safer spaces first.",2021-07-28 07:30:50
186,1982,13,"Oh, for sure, because nothing says \""end the stigma\"" like a bunch of strangers in a room talking about feelings. Maybe we should all just laugh about it and call it a day.",2021-07-28 12:48:37
187,1982,7,"I appreciate the sentiment, but we need to be careful. Talking is great, but action is what drives real change. Let's focus on what we can actually do to make a difference.",2021-07-29 03:43:36
188,1921,76,"I'm not sure that's entirely accurate. There are many people actively working on climate change solutions, even if it doesn't always seem that way.",2021-08-03 13:37:21
189,1921,84,"Hold on, while I get your point, not everyone ignoring it is oblivious. Some have different priorities or believe other issues are more pressing.",2021-08-03 15:41:35
190,1921,28,You might want to consider that some folks aren't ignoring it; they're just overwhelmed or unsure how to help effectively.,2021-08-03 20:24:45
191,1921,77,"Hey, maybe people aren't ignoring it, but just feel powerless to make a difference. It’s not always black and white.",2021-08-04 02:09:01
192,1921,35,"I think there's a misunderstanding here. Some people are actually taking steps to address climate change, even if it's not always visible.",2021-08-04 05:47:31
193,1921,76,"I understand your frustration, but it's not fair to say everyone is ignoring the issue. Many are doing their part, even if it’s not widely acknowledged.",2021-08-04 10:20:24
194,1921,50,Can you give some examples of actions we can take to help with climate change? Sometimes it feels like individual efforts don’t make a difference.,2021-08-04 12:24:45
195,1921,7,Could you elaborate on what practical steps we can take right now? I feel like there's a lot of talk but not enough clear guidance.,2021-08-04 12:29:42
196,1921,47,"I see your point, but there are layers to this issue. The perception of ignoring might stem from misinformation or feeling powerless.",2021-08-04 14:19:12
197,1921,47,Let's consider why people might not be acting. Is it lack of information or resources? We need to dig deeper into these reasons.,2021-08-04 17:33:12
198,1921,70,"While I get the urgency, claiming people are ignoring it might oversimplify the problem. Let's explore why awareness isn't translating into action.",2021-08-04 18:04:28
199,1921,69,I think there’s more to it. Some people might not have the resources or information to act on climate change effectively.,2021-08-04 18:43:34
200,1921,47,It's infuriating that this keeps happening. Why can't people see the urgency? It's like screaming into a void.,2021-08-04 22:09:31
201,1815,75,"I remember watching a similar documentary last year, and it completely changed how I see the natural world. It's amazing how much we can learn from these films. They really make you appreciate the beauty and complexity of nature on a whole new level.",2021-08-07 21:35:08
202,1815,45,"I watched it too, and it was a real eye-opener. The way it showcased the delicate balance of ecosystems was fascinating. It made me think about the impact we have on the environment and how important it is to protect it.",2021-08-08 12:31:39
203,1815,35,Totally agree! Documentaries like this are crucial for raising awareness. They help people see the bigger picture and understand why conservation is so important. It's refreshing to see such high-quality content making an impact.,2021-08-14 10:41:19
204,2265,76,That sounds like a fun way to explore different perspectives! Always good to keep an open mind. ?,2021-08-07 03:02:17
205,2265,45,"I’ve been down that rabbit hole too. Some of those conspiracy theories are wild! It's fascinating to see how people connect the dots, even if it’s a bit out there.",2021-08-10 04:18:59
206,2265,70,I love how you bring curiosity to the table! It’s refreshing to see someone embrace different ideas and explore them thoughtfully. Keep it up!,2021-08-13 17:17:29
207,2059,40,"The tacos there are made with locally sourced ingredients, which is awesome for supporting the community and keeping things fresh. Have you tried any other dishes from their menu?",2021-08-18 01:30:48
208,2059,83,"Why does everyone suddenly love vegetarian tacos? Is it really that good, or just another hipster trend? Need some convincing here.",2021-08-18 05:39:28
209,2059,50,Sounds delicious! I've heard they also have amazing vegan desserts. Have you tried any? Would love to hear your thoughts.,2021-08-19 07:32:03
210,2059,9,?,2021-08-20 06:49:41
